web_scraper_order,web_scraper_start_url,data,title,data2,title2,data3,data5,name,data7,data8,data11,data14,image,image2,image3,image4,image6
692794-6646,https://www.housingcom.com/search/mumbai,₹ 2.30 Cr,2 BHK Apartment in Borivali West,1396 sqft,Apartment,2 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 2 BHK property in Borivali West with modern amenities.,8 of 15,1,Semi-Furnished,https://images.property.com/img_193.jpg,https://images.property.com/img_424.jpg,https://images.property.com/img_890.jpg,https://images.property.com/img_338.jpg,https://images.property.com/img_293.jpg
874696-4835,https://www.housingcom.com/search/bengaluru,₹ 2.10 Cr,4 BHK Apartment in Hebbal,2424 sqft,Apartment,4 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 4 BHK property in Hebbal with modern amenities.,4 of 26,2,Semi-Furnished,https://images.property.com/img_516.jpg,https://images.property.com/img_895.jpg,https://images.property.com/img_415.jpg,https://images.property.com/img_620.jpg,https://images.property.com/img_245.jpg
429833-4169,https://www.housingcom.com/search/mumbai,₹ 2.92 Cr,1 BHK Apartment in Bandra West,664 sqft,Apartment,1 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 1 BHK property in Bandra West with modern amenities.,9 of 24,2,Semi-Furnished,https://images.property.com/img_849.jpg,https://images.property.com/img_645.jpg,https://images.property.com/img_739.jpg,https://images.property.com/img_816.jpg,https://images.property.com/img_880.jpg
193006-6792,https://www.housingcom.com/search/bengaluru,₹ 1.77 Cr,4 BHK Apartment in HSR Layout,2100 sqft,Apartment,4 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,8 of 15,4,Semi-Furnished,https://images.property.com/img_643.jpg,https://images.property.com/img_809.jpg,https://images.property.com/img_884.jpg,https://images.property.com/img_750.jpg,https://images.property.com/img_713.jpg
452765-3050,https://www.99acres.com/search/bengaluru,₹ 1.40 Cr,2 BHK Apartment in Hebbal,1312 sqft,Apartment,2 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 2 BHK property in Hebbal with modern amenities.,1 of 18,1,Semi-Furnished,https://images.property.com/img_449.jpg,https://images.property.com/img_297.jpg,https://images.property.com/img_404.jpg,https://images.property.com/img_933.jpg,https://images.property.com/img_210.jpg
802128-9412,https://www.nobroker.com/search/bengaluru,₹ 1.59 Cr,2 BHK Apartment in Koramangala,1222 sqft,Apartment,2 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 2 BHK property in Koramangala with modern amenities.,6 of 29,3,Semi-Furnished,https://images.property.com/img_286.jpg,https://images.property.com/img_183.jpg,https://images.property.com/img_704.jpg,https://images.property.com/img_719.jpg,https://images.property.com/img_635.jpg
415504-3133,https://www.nobroker.com/search/mumbai,₹ 6.34 Cr,4 BHK Apartment in Powai,2588 sqft,Apartment,4 BHK,Under Construction,"Powai, Mumbai",A beautiful 4 BHK property in Powai with modern amenities.,3 of 27,3,Semi-Furnished,https://images.property.com/img_545.jpg,https://images.property.com/img_453.jpg,https://images.property.com/img_343.jpg,https://images.property.com/img_801.jpg,https://images.property.com/img_574.jpg
221978-9809,https://www.housingcom.com/search/bengaluru,₹ 61.63 L,1 BHK Apartment in Hebbal,602 sqft,Apartment,1 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 1 BHK property in Hebbal with modern amenities.,13 of 17,1,Semi-Furnished,https://images.property.com/img_859.jpg,https://images.property.com/img_294.jpg,https://images.property.com/img_333.jpg,https://images.property.com/img_334.jpg,https://images.property.com/img_887.jpg
224368-3534,https://www.99acres.com/search/mumbai,₹ 3.38 Cr,4 BHK Apartment in Thane West,2688 sqft,Apartment,4 BHK,Ready to Move,"Thane West, Mumbai",A beautiful 4 BHK property in Thane West with modern amenities.,3 of 17,3,Fully Furnished,https://images.property.com/img_167.jpg,https://images.property.com/img_909.jpg,https://images.property.com/img_1000.jpg,https://images.property.com/img_732.jpg,https://images.property.com/img_372.jpg
205019-6728,https://www.nobroker.com/search/mumbai,₹ 1.61 Cr,1 BHK Apartment in Powai,609 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,12 of 27,1,Semi-Furnished,https://images.property.com/img_495.jpg,https://images.property.com/img_550.jpg,https://images.property.com/img_297.jpg,https://images.property.com/img_435.jpg,https://images.property.com/img_14.jpg
111092-5489,https://www.99acres.com/search/bengaluru,₹ 37.93 L,1 BHK Apartment in Electronic City,696 sqft,Apartment,1 BHK,Under Construction,"Electronic City, Bengaluru",A beautiful 1 BHK property in Electronic City with modern amenities.,11 of 30,1,Semi-Furnished,https://images.property.com/img_677.jpg,https://images.property.com/img_337.jpg,https://images.property.com/img_668.jpg,https://images.property.com/img_191.jpg,https://images.property.com/img_642.jpg
191112-2913,https://www.magicbricks.com/search/bengaluru,₹ 47.71 L,1 BHK Apartment in Hebbal,463 sqft,Apartment,1 BHK,Ready to Move,"Hebbal, Bengaluru",A beautiful 1 BHK property in Hebbal with modern amenities.,13 of 18,2,Semi-Furnished,https://images.property.com/img_685.jpg,https://images.property.com/img_922.jpg,https://images.property.com/img_218.jpg,https://images.property.com/img_1000.jpg,https://images.property.com/img_720.jpg
823337-1458,https://www.99acres.com/search/mumbai,₹ 1.10 Cr,1 BHK Apartment in Andheri East,596 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,1 of 27,2,Fully Furnished,https://images.property.com/img_157.jpg,https://images.property.com/img_819.jpg,https://images.property.com/img_408.jpg,https://images.property.com/img_654.jpg,https://images.property.com/img_985.jpg
281719-8458,https://www.nobroker.com/search/mumbai,₹ 92.58 L,1 BHK Apartment in Andheri East,465 sqft,Apartment,1 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,10 of 30,2,Unfurnished,https://images.property.com/img_677.jpg,https://images.property.com/img_575.jpg,https://images.property.com/img_682.jpg,https://images.property.com/img_844.jpg,https://images.property.com/img_343.jpg
680687-8750,https://www.99acres.com/search/bengaluru,₹ 1.01 Cr,2 BHK Apartment in Hebbal,934 sqft,Apartment,2 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 2 BHK property in Hebbal with modern amenities.,9 of 17,3,Semi-Furnished,https://images.property.com/img_840.jpg,https://images.property.com/img_187.jpg,https://images.property.com/img_589.jpg,https://images.property.com/img_727.jpg,https://images.property.com/img_405.jpg
417180-1778,https://www.magicbricks.com/search/mumbai,₹ 5.02 Cr,4 BHK Apartment in Andheri East,2512 sqft,Apartment,4 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 4 BHK property in Andheri East with modern amenities.,15 of 24,2,Fully Furnished,https://images.property.com/img_656.jpg,https://images.property.com/img_797.jpg,https://images.property.com/img_381.jpg,https://images.property.com/img_995.jpg,https://images.property.com/img_770.jpg
927474-4565,https://www.99acres.com/search/mumbai,₹ 4.48 Cr,3 BHK Apartment in Powai,1914 sqft,Apartment,3 BHK,Ready to Move,"Powai, Mumbai",A beautiful 3 BHK property in Powai with modern amenities.,13 of 17,2,Fully Furnished,https://images.property.com/img_620.jpg,https://images.property.com/img_848.jpg,https://images.property.com/img_740.jpg,https://images.property.com/img_384.jpg,https://images.property.com/img_787.jpg
487376-2154,https://www.nobroker.com/search/mumbai,₹ 4.93 Cr,4 BHK Apartment in Powai,1936 sqft,Apartment,4 BHK,Under Construction,"Powai, Mumbai",A beautiful 4 BHK property in Powai with modern amenities.,12 of 26,5,Semi-Furnished,https://images.property.com/img_661.jpg,https://images.property.com/img_352.jpg,https://images.property.com/img_40.jpg,https://images.property.com/img_156.jpg,https://images.property.com/img_186.jpg
976927-4212,https://www.magicbricks.com/search/bengaluru,₹ 4.16 Cr,4 BHK Apartment in Indiranagar,2536 sqft,Apartment,4 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,11 of 19,4,Fully Furnished,https://images.property.com/img_872.jpg,https://images.property.com/img_773.jpg,https://images.property.com/img_145.jpg,https://images.property.com/img_983.jpg,https://images.property.com/img_721.jpg
932441-5456,https://www.nobroker.com/search/bengaluru,₹ 2.18 Cr,4 BHK Apartment in Hebbal,2016 sqft,Apartment,4 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 4 BHK property in Hebbal with modern amenities.,12 of 28,2,Unfurnished,https://images.property.com/img_432.jpg,https://images.property.com/img_721.jpg,https://images.property.com/img_612.jpg,https://images.property.com/img_867.jpg,https://images.property.com/img_835.jpg
584445-7434,https://www.housingcom.com/search/mumbai,₹ 2.79 Cr,3 BHK Apartment in Borivali West,1620 sqft,Apartment,3 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 3 BHK property in Borivali West with modern amenities.,10 of 29,1,Fully Furnished,https://images.property.com/img_323.jpg,https://images.property.com/img_370.jpg,https://images.property.com/img_289.jpg,https://images.property.com/img_516.jpg,https://images.property.com/img_807.jpg
148791-7185,https://www.magicbricks.com/search/bengaluru,₹ 2.87 Cr,4 BHK Apartment in Koramangala,2092 sqft,Apartment,4 BHK,Under Construction,"Koramangala, Bengaluru",A beautiful 4 BHK property in Koramangala with modern amenities.,8 of 20,5,Unfurnished,https://images.property.com/img_200.jpg,https://images.property.com/img_182.jpg,https://images.property.com/img_399.jpg,https://images.property.com/img_524.jpg,https://images.property.com/img_82.jpg
242643-3696,https://www.99acres.com/search/bengaluru,₹ 1.12 Cr,2 BHK Apartment in Whitefield,1386 sqft,Apartment,2 BHK,Ready to Move,"Whitefield, Bengaluru",A beautiful 2 BHK property in Whitefield with modern amenities.,12 of 29,2,Unfurnished,https://images.property.com/img_258.jpg,https://images.property.com/img_997.jpg,https://images.property.com/img_250.jpg,https://images.property.com/img_318.jpg,https://images.property.com/img_642.jpg
530427-5178,https://www.housingcom.com/search/mumbai,₹ 5.38 Cr,2 BHK Apartment in Bandra West,1168 sqft,Apartment,2 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 2 BHK property in Bandra West with modern amenities.,5 of 26,2,Semi-Furnished,https://images.property.com/img_781.jpg,https://images.property.com/img_786.jpg,https://images.property.com/img_845.jpg,https://images.property.com/img_30.jpg,https://images.property.com/img_979.jpg
738871-6907,https://www.housingcom.com/search/bengaluru,₹ 1.60 Cr,2 BHK Apartment in Indiranagar,1060 sqft,Apartment,2 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,12 of 29,3,Semi-Furnished,https://images.property.com/img_355.jpg,https://images.property.com/img_854.jpg,https://images.property.com/img_290.jpg,https://images.property.com/img_791.jpg,https://images.property.com/img_584.jpg
794419-4731,https://www.magicbricks.com/search/bengaluru,₹ 1.61 Cr,3 BHK Apartment in Whitefield,1917 sqft,Apartment,3 BHK,Ready to Move,"Whitefield, Bengaluru",A beautiful 3 BHK property in Whitefield with modern amenities.,14 of 26,2,Unfurnished,https://images.property.com/img_212.jpg,https://images.property.com/img_302.jpg,https://images.property.com/img_256.jpg,https://images.property.com/img_917.jpg,https://images.property.com/img_111.jpg
741614-5901,https://www.housingcom.com/search/bengaluru,₹ 99.01 L,2 BHK Apartment in HSR Layout,1108 sqft,Apartment,2 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 2 BHK property in HSR Layout with modern amenities.,12 of 29,3,Semi-Furnished,https://images.property.com/img_525.jpg,https://images.property.com/img_295.jpg,https://images.property.com/img_985.jpg,https://images.property.com/img_76.jpg,https://images.property.com/img_727.jpg
672809-9570,https://www.housingcom.com/search/mumbai,₹ 9.56 Cr,4 BHK Apartment in Worli,2036 sqft,Apartment,4 BHK,Ready to Move,"Worli, Mumbai",A beautiful 4 BHK property in Worli with modern amenities.,5 of 15,5,Unfurnished,https://images.property.com/img_907.jpg,https://images.property.com/img_999.jpg,https://images.property.com/img_175.jpg,https://images.property.com/img_933.jpg,https://images.property.com/img_897.jpg
752637-8635,https://www.99acres.com/search/mumbai,₹ 1.78 Cr,3 BHK Apartment in Thane West,1548 sqft,Apartment,3 BHK,Under Construction,"Thane West, Mumbai",A beautiful 3 BHK property in Thane West with modern amenities.,5 of 16,3,Fully Furnished,https://images.property.com/img_130.jpg,https://images.property.com/img_349.jpg,https://images.property.com/img_338.jpg,https://images.property.com/img_38.jpg,https://images.property.com/img_37.jpg
594632-2941,https://www.99acres.com/search/mumbai,₹ 1.59 Cr,1 BHK Apartment in Powai,653 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,8 of 23,2,Unfurnished,https://images.property.com/img_254.jpg,https://images.property.com/img_709.jpg,https://images.property.com/img_513.jpg,https://images.property.com/img_650.jpg,https://images.property.com/img_893.jpg
103426-8426,https://www.housingcom.com/search/mumbai,₹ 1.87 Cr,1 BHK Apartment in Powai,684 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,5 of 18,2,Fully Furnished,https://images.property.com/img_549.jpg,https://images.property.com/img_598.jpg,https://images.property.com/img_483.jpg,https://images.property.com/img_855.jpg,https://images.property.com/img_615.jpg
295274-1347,https://www.nobroker.com/search/bengaluru,₹ 3.48 Cr,4 BHK Apartment in Indiranagar,2200 sqft,Apartment,4 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,15 of 21,2,Fully Furnished,https://images.property.com/img_521.jpg,https://images.property.com/img_574.jpg,https://images.property.com/img_813.jpg,https://images.property.com/img_369.jpg,https://images.property.com/img_840.jpg
324836-6119,https://www.99acres.com/search/mumbai,₹ 5.01 Cr,2 BHK Apartment in Bandra West,1160 sqft,Apartment,2 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 2 BHK property in Bandra West with modern amenities.,10 of 23,2,Unfurnished,https://images.property.com/img_302.jpg,https://images.property.com/img_468.jpg,https://images.property.com/img_206.jpg,https://images.property.com/img_806.jpg,https://images.property.com/img_57.jpg
391647-6375,https://www.99acres.com/search/mumbai,₹ 1.34 Cr,1 BHK Apartment in Andheri East,670 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,7 of 27,2,Unfurnished,https://images.property.com/img_363.jpg,https://images.property.com/img_912.jpg,https://images.property.com/img_557.jpg,https://images.property.com/img_29.jpg,https://images.property.com/img_323.jpg
313546-9690,https://www.housingcom.com/search/bengaluru,₹ 1.73 Cr,2 BHK Apartment in Koramangala,1286 sqft,Apartment,2 BHK,Under Construction,"Koramangala, Bengaluru",A beautiful 2 BHK property in Koramangala with modern amenities.,15 of 15,1,Semi-Furnished,https://images.property.com/img_117.jpg,https://images.property.com/img_66.jpg,https://images.property.com/img_729.jpg,https://images.property.com/img_115.jpg,https://images.property.com/img_336.jpg
125397-1513,https://www.99acres.com/search/mumbai,₹ 5.20 Cr,4 BHK Apartment in Powai,1940 sqft,Apartment,4 BHK,Ready to Move,"Powai, Mumbai",A beautiful 4 BHK property in Powai with modern amenities.,4 of 16,1,Unfurnished,https://images.property.com/img_287.jpg,https://images.property.com/img_355.jpg,https://images.property.com/img_997.jpg,https://images.property.com/img_802.jpg,https://images.property.com/img_59.jpg
859909-8341,https://www.magicbricks.com/search/mumbai,₹ 7.44 Cr,3 BHK Apartment in Worli,1620 sqft,Apartment,3 BHK,Ready to Move,"Worli, Mumbai",A beautiful 3 BHK property in Worli with modern amenities.,14 of 26,1,Semi-Furnished,https://images.property.com/img_524.jpg,https://images.property.com/img_471.jpg,https://images.property.com/img_973.jpg,https://images.property.com/img_854.jpg,https://images.property.com/img_129.jpg
382493-1426,https://www.99acres.com/search/mumbai,₹ 7.92 Cr,3 BHK Apartment in Worli,1572 sqft,Apartment,3 BHK,Ready to Move,"Worli, Mumbai",A beautiful 3 BHK property in Worli with modern amenities.,3 of 28,3,Unfurnished,https://images.property.com/img_136.jpg,https://images.property.com/img_868.jpg,https://images.property.com/img_223.jpg,https://images.property.com/img_830.jpg,https://images.property.com/img_405.jpg
811605-5194,https://www.nobroker.com/search/bengaluru,₹ 1.95 Cr,3 BHK Apartment in HSR Layout,1998 sqft,Apartment,3 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 3 BHK property in HSR Layout with modern amenities.,2 of 15,1,Unfurnished,https://images.property.com/img_705.jpg,https://images.property.com/img_277.jpg,https://images.property.com/img_194.jpg,https://images.property.com/img_512.jpg,https://images.property.com/img_85.jpg
196945-1591,https://www.magicbricks.com/search/bengaluru,₹ 1.60 Cr,2 BHK Apartment in Koramangala,1234 sqft,Apartment,2 BHK,Under Construction,"Koramangala, Bengaluru",A beautiful 2 BHK property in Koramangala with modern amenities.,3 of 24,2,Semi-Furnished,https://images.property.com/img_710.jpg,https://images.property.com/img_882.jpg,https://images.property.com/img_510.jpg,https://images.property.com/img_758.jpg,https://images.property.com/img_616.jpg
541486-4613,https://www.housingcom.com/search/bengaluru,₹ 1.27 Cr,2 BHK Apartment in Hebbal,1274 sqft,Apartment,2 BHK,Ready to Move,"Hebbal, Bengaluru",A beautiful 2 BHK property in Hebbal with modern amenities.,14 of 17,3,Fully Furnished,https://images.property.com/img_934.jpg,https://images.property.com/img_104.jpg,https://images.property.com/img_787.jpg,https://images.property.com/img_893.jpg,https://images.property.com/img_501.jpg
457597-7996,https://www.housingcom.com/search/bengaluru,₹ 1.21 Cr,2 BHK Apartment in HSR Layout,1226 sqft,Apartment,2 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 2 BHK property in HSR Layout with modern amenities.,4 of 18,2,Fully Furnished,https://images.property.com/img_689.jpg,https://images.property.com/img_248.jpg,https://images.property.com/img_365.jpg,https://images.property.com/img_745.jpg,https://images.property.com/img_527.jpg
556905-6135,https://www.99acres.com/search/mumbai,₹ 7.96 Cr,3 BHK Apartment in Worli,1566 sqft,Apartment,3 BHK,Under Construction,"Worli, Mumbai",A beautiful 3 BHK property in Worli with modern amenities.,13 of 25,3,Unfurnished,https://images.property.com/img_589.jpg,https://images.property.com/img_3.jpg,https://images.property.com/img_93.jpg,https://images.property.com/img_336.jpg,https://images.property.com/img_473.jpg
536629-8905,https://www.housingcom.com/search/mumbai,₹ 2.79 Cr,1 BHK Apartment in Bandra West,590 sqft,Apartment,1 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 1 BHK property in Bandra West with modern amenities.,14 of 17,1,Unfurnished,https://images.property.com/img_318.jpg,https://images.property.com/img_210.jpg,https://images.property.com/img_468.jpg,https://images.property.com/img_33.jpg,https://images.property.com/img_501.jpg
143846-4707,https://www.magicbricks.com/search/bengaluru,₹ 96.37 L,3 BHK Apartment in Electronic City,1770 sqft,Apartment,3 BHK,Ready to Move,"Electronic City, Bengaluru",A beautiful 3 BHK property in Electronic City with modern amenities.,13 of 18,2,Unfurnished,https://images.property.com/img_258.jpg,https://images.property.com/img_258.jpg,https://images.property.com/img_662.jpg,https://images.property.com/img_626.jpg,https://images.property.com/img_254.jpg
119617-9579,https://www.housingcom.com/search/bengaluru,₹ 28.36 L,1 BHK Apartment in Electronic City,507 sqft,Apartment,1 BHK,Ready to Move,"Electronic City, Bengaluru",A beautiful 1 BHK property in Electronic City with modern amenities.,13 of 30,2,Unfurnished,https://images.property.com/img_965.jpg,https://images.property.com/img_605.jpg,https://images.property.com/img_293.jpg,https://images.property.com/img_942.jpg,https://images.property.com/img_939.jpg
729685-6300,https://www.99acres.com/search/mumbai,₹ 2.15 Cr,1 BHK Apartment in Bandra West,514 sqft,Apartment,1 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 1 BHK property in Bandra West with modern amenities.,15 of 16,1,Unfurnished,https://images.property.com/img_553.jpg,https://images.property.com/img_693.jpg,https://images.property.com/img_497.jpg,https://images.property.com/img_586.jpg,https://images.property.com/img_496.jpg
380758-2022,https://www.magicbricks.com/search/mumbai,₹ 4.37 Cr,4 BHK Apartment in Powai,1808 sqft,Apartment,4 BHK,Under Construction,"Powai, Mumbai",A beautiful 4 BHK property in Powai with modern amenities.,8 of 30,1,Semi-Furnished,https://images.property.com/img_144.jpg,https://images.property.com/img_903.jpg,https://images.property.com/img_412.jpg,https://images.property.com/img_338.jpg,https://images.property.com/img_944.jpg
736616-2436,https://www.99acres.com/search/bengaluru,₹ 2.77 Cr,4 BHK Apartment in Koramangala,2068 sqft,Apartment,4 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 4 BHK property in Koramangala with modern amenities.,7 of 17,5,Unfurnished,https://images.property.com/img_358.jpg,https://images.property.com/img_913.jpg,https://images.property.com/img_487.jpg,https://images.property.com/img_361.jpg,https://images.property.com/img_978.jpg
280061-2721,https://www.magicbricks.com/search/mumbai,₹ 1.11 Cr,1 BHK Apartment in Borivali West,600 sqft,Apartment,1 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 1 BHK property in Borivali West with modern amenities.,7 of 29,1,Fully Furnished,https://images.property.com/img_412.jpg,https://images.property.com/img_137.jpg,https://images.property.com/img_641.jpg,https://images.property.com/img_5.jpg,https://images.property.com/img_751.jpg
789546-6185,https://www.99acres.com/search/mumbai,₹ 6.41 Cr,4 BHK Apartment in Powai,2492 sqft,Apartment,4 BHK,Ready to Move,"Powai, Mumbai",A beautiful 4 BHK property in Powai with modern amenities.,6 of 27,1,Fully Furnished,https://images.property.com/img_784.jpg,https://images.property.com/img_294.jpg,https://images.property.com/img_925.jpg,https://images.property.com/img_230.jpg,https://images.property.com/img_137.jpg
947872-1550,https://www.nobroker.com/search/mumbai,₹ 5.23 Cr,4 BHK Apartment in Powai,2064 sqft,Apartment,4 BHK,Under Construction,"Powai, Mumbai",A beautiful 4 BHK property in Powai with modern amenities.,10 of 26,1,Unfurnished,https://images.property.com/img_628.jpg,https://images.property.com/img_477.jpg,https://images.property.com/img_68.jpg,https://images.property.com/img_263.jpg,https://images.property.com/img_828.jpg
883847-7270,https://www.nobroker.com/search/bengaluru,₹ 1.01 Cr,2 BHK Apartment in Whitefield,1358 sqft,Apartment,2 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 2 BHK property in Whitefield with modern amenities.,12 of 29,2,Fully Furnished,https://images.property.com/img_410.jpg,https://images.property.com/img_675.jpg,https://images.property.com/img_341.jpg,https://images.property.com/img_592.jpg,https://images.property.com/img_558.jpg
415284-8115,https://www.magicbricks.com/search/mumbai,₹ 2.59 Cr,1 BHK Apartment in Worli,473 sqft,Apartment,1 BHK,Under Construction,"Worli, Mumbai",A beautiful 1 BHK property in Worli with modern amenities.,14 of 17,1,Semi-Furnished,https://images.property.com/img_774.jpg,https://images.property.com/img_555.jpg,https://images.property.com/img_794.jpg,https://images.property.com/img_647.jpg,https://images.property.com/img_163.jpg
391889-8765,https://www.magicbricks.com/search/mumbai,₹ 3.16 Cr,3 BHK Apartment in Andheri East,1602 sqft,Apartment,3 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 3 BHK property in Andheri East with modern amenities.,13 of 24,2,Semi-Furnished,https://images.property.com/img_240.jpg,https://images.property.com/img_687.jpg,https://images.property.com/img_993.jpg,https://images.property.com/img_157.jpg,https://images.property.com/img_381.jpg
750337-8417,https://www.99acres.com/search/bengaluru,₹ 1.27 Cr,4 BHK Apartment in Electronic City,2468 sqft,Apartment,4 BHK,Ready to Move,"Electronic City, Bengaluru",A beautiful 4 BHK property in Electronic City with modern amenities.,2 of 16,1,Fully Furnished,https://images.property.com/img_889.jpg,https://images.property.com/img_228.jpg,https://images.property.com/img_877.jpg,https://images.property.com/img_25.jpg,https://images.property.com/img_414.jpg
133960-8881,https://www.99acres.com/search/mumbai,₹ 1.10 Cr,1 BHK Apartment in Borivali West,656 sqft,Apartment,1 BHK,Ready to Move,"Borivali West, Mumbai",A beautiful 1 BHK property in Borivali West with modern amenities.,10 of 29,2,Unfurnished,https://images.property.com/img_283.jpg,https://images.property.com/img_560.jpg,https://images.property.com/img_190.jpg,https://images.property.com/img_718.jpg,https://images.property.com/img_339.jpg
905257-6433,https://www.magicbricks.com/search/bengaluru,₹ 60.23 L,1 BHK Apartment in Hebbal,568 sqft,Apartment,1 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 1 BHK property in Hebbal with modern amenities.,12 of 29,2,Semi-Furnished,https://images.property.com/img_229.jpg,https://images.property.com/img_291.jpg,https://images.property.com/img_120.jpg,https://images.property.com/img_6.jpg,https://images.property.com/img_634.jpg
505420-2325,https://www.nobroker.com/search/bengaluru,₹ 2.28 Cr,3 BHK Apartment in Koramangala,1653 sqft,Apartment,3 BHK,Under Construction,"Koramangala, Bengaluru",A beautiful 3 BHK property in Koramangala with modern amenities.,6 of 18,3,Unfurnished,https://images.property.com/img_542.jpg,https://images.property.com/img_571.jpg,https://images.property.com/img_525.jpg,https://images.property.com/img_430.jpg,https://images.property.com/img_75.jpg
478067-2974,https://www.housingcom.com/search/bengaluru,₹ 1.65 Cr,4 BHK Apartment in Electronic City,2744 sqft,Apartment,4 BHK,Under Construction,"Electronic City, Bengaluru",A beautiful 4 BHK property in Electronic City with modern amenities.,8 of 27,5,Fully Furnished,https://images.property.com/img_683.jpg,https://images.property.com/img_597.jpg,https://images.property.com/img_168.jpg,https://images.property.com/img_548.jpg,https://images.property.com/img_410.jpg
117467-3173,https://www.housingcom.com/search/mumbai,₹ 7.37 Cr,3 BHK Apartment in Worli,1524 sqft,Apartment,3 BHK,Under Construction,"Worli, Mumbai",A beautiful 3 BHK property in Worli with modern amenities.,12 of 21,2,Unfurnished,https://images.property.com/img_498.jpg,https://images.property.com/img_258.jpg,https://images.property.com/img_60.jpg,https://images.property.com/img_432.jpg,https://images.property.com/img_718.jpg
244422-6297,https://www.magicbricks.com/search/bengaluru,₹ 4.07 Cr,4 BHK Apartment in Koramangala,2768 sqft,Apartment,4 BHK,Under Construction,"Koramangala, Bengaluru",A beautiful 4 BHK property in Koramangala with modern amenities.,2 of 16,3,Unfurnished,https://images.property.com/img_932.jpg,https://images.property.com/img_47.jpg,https://images.property.com/img_402.jpg,https://images.property.com/img_107.jpg,https://images.property.com/img_884.jpg
376726-9749,https://www.nobroker.com/search/bengaluru,₹ 95.72 L,2 BHK Apartment in HSR Layout,1218 sqft,Apartment,2 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 2 BHK property in HSR Layout with modern amenities.,13 of 23,2,Unfurnished,https://images.property.com/img_908.jpg,https://images.property.com/img_603.jpg,https://images.property.com/img_892.jpg,https://images.property.com/img_401.jpg,https://images.property.com/img_481.jpg
753072-1557,https://www.magicbricks.com/search/mumbai,₹ 10.86 Cr,4 BHK Apartment in Bandra West,2220 sqft,Apartment,4 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 4 BHK property in Bandra West with modern amenities.,1 of 15,3,Unfurnished,https://images.property.com/img_234.jpg,https://images.property.com/img_768.jpg,https://images.property.com/img_801.jpg,https://images.property.com/img_747.jpg,https://images.property.com/img_79.jpg
342636-8950,https://www.housingcom.com/search/bengaluru,₹ 91.66 L,4 BHK Apartment in Electronic City,1804 sqft,Apartment,4 BHK,Under Construction,"Electronic City, Bengaluru",A beautiful 4 BHK property in Electronic City with modern amenities.,12 of 16,4,Unfurnished,https://images.property.com/img_160.jpg,https://images.property.com/img_729.jpg,https://images.property.com/img_106.jpg,https://images.property.com/img_300.jpg,https://images.property.com/img_54.jpg
673017-2965,https://www.nobroker.com/search/mumbai,₹ 3.43 Cr,4 BHK Apartment in Thane West,2688 sqft,Apartment,4 BHK,Ready to Move,"Thane West, Mumbai",A beautiful 4 BHK property in Thane West with modern amenities.,13 of 22,2,Unfurnished,https://images.property.com/img_294.jpg,https://images.property.com/img_291.jpg,https://images.property.com/img_351.jpg,https://images.property.com/img_855.jpg,https://images.property.com/img_955.jpg
